Instance,Model,flatBoolConstraints,flatTime,evaluatedReifiedConstraints,flatIntVars,solveTime,propagators,variables,boolVariables,baseMem,backjumps,trailMem,flatIntConstraints,time,flatBoolVars,nogoods,optTime,initTime,method,failures,paths,objective,restarts,eliminatedImplications,randomSeed,intVars,nSolutions,evaluatedHalfReifiedConstraints,peakMem,propagations,peakDepth,nodes
data/knapsack-150-10.dzn,Model with manual Dominance,1248,0.318555,1282,151,154.009,6328,8180,8027,0.00,88081,0.05,5113,154.090,1282,3589951,153.915,0.081,"maximize",3589951,0,5497,126, ,1578794821,151,1, ,0.00,476146582,16,3679329
data/knapsack-150-10.dzn,Model without without Dominance, ,0.0516824, ,151,3599.948,25,9247,9094,0.00,0,0.01,24,3599.955, ,81323325,2855.685,0.007,"maximize",81323325,0,1905,189, ,1578794975,151,1, ,0.00,339966497,39,81328822
data/knapsack-150-10.dzn,Length-2 NoGood detection,487,0.198283,677,348,0.685,647,7704,7352,0.00,5778,0.04,965,0.739,969,5773, ,0.054,"satisfy",5773,0, ,0,68,1578798575,350,3791,180,0.00,968995,35,13169
data/knapsack-150-10.dzn,Model with length-2 NoGoods,3791,0.158407,243,151,3599.103,25,10988,10835,0.00,10769092,0.01,289,3599.146,265,106719336,3320.857,0.043,"maximize",106719336,0,5439,209, ,1578798576,151,1,22,0.00,454558981,26,117492436
data/knapsack-150-10.dzn,Length-3 NoGood detection,4661,0.464077,1210,589,31.736,1005,16933,16339,0.00,88464,0.05,1854,31.857,1885,214414, ,0.121,"satisfy",214414,0, ,0,184,1578802176,592,76692,412,0.00,38505802,133,422985
data/knapsack-150-10.dzn,Model with length-3 NoGoods,80483,3.15511,298,151,0.297,25,82883,82730,0.00,265,0.00,324,0.695,300,10191,0.290,0.398,"maximize",10191,0,5497,21, ,1578802212,151,1,2,0.00,50058,14,10663
data/knapsack-150-10.dzn,Length-4 NoGood detection,81390,7.38344,1397,598,2026.678,1015,96631,96027,0.00,2501991,0.05,2049,2027.410,2109,9241238, ,0.732,"satisfy",9241238,0, ,0,184,1578802221,602,430886,412,0.00,1746568787,139,12605014
data/knapsack-150-10.dzn,Model with length-4 NoGoods,511369,23.2345,300,151,0.257,25,512876,512723,0.00,17,0.00,324,2.848,300,330,0.249,2.591,"maximize",330,0,5497,6, ,1578804280,151,1, ,0.00,2127,7,379
data/knapsack-150-1.dzn,Model with manual Dominance,1074,0.335993,1113,151,19.083,6734,6690,6537,0.00,18795,0.08,5698,19.164,1113,531322,19.059,0.081,"maximize",531322,0,5975,77, ,1578804283,151,1, ,0.00,93162036,14,550701
data/knapsack-150-1.dzn,Model without without Dominance, ,0.053905, ,151,3599.946,25,7893,7740,0.00,2879,0.01,24,3599.952, ,85195612,2436.011,0.006,"maximize",85195612,0,1843,137, ,1578804303,151,1, ,0.00,335138319,35,85201860
data/knapsack-150-1.dzn,Length-2 NoGood detection,497,0.25899,687,368,0.826,677,7872,7500,0.00,5773,0.04,1005,0.881,989,6800, ,0.055,"satisfy",6800,0, ,0,78,1578807903,370,4548,200,0.00,1064367,47,15526
data/knapsack-150-1.dzn,Model with length-2 NoGoods,4548,0.233902,245,151,187.723,25,10420,10267,0.00,647634,0.01,282,187.771,258,5698310,187.700,0.048,"maximize",5698310,0,5975,130, ,1578807904,151,1,13,0.00,21076518,19,6347379
data/knapsack-150-1.dzn,Length-3 NoGood detection,5416,0.612702,1208,599,30.400,1020,17773,17169,0.00,83466,0.05,1867,30.528,1881,220167, ,0.128,"satisfy",220167,0, ,0,189,1578808093,602,58871,422,0.00,37709381,119,401288
data/knapsack-150-1.dzn,Model with length-3 NoGoods,63419,2.37745,297,151,0.028,25,65029,64876,0.00,9,0.00,322,0.360,298,328,0.027,0.332,"maximize",328,0,5975,4, ,1578808127,151,1,1,0.00,1685,7,358
data/knapsack-150-1.dzn,Length-4 NoGood detection,64329,5.61077,1400,608,1456.242,1030,79674,79060,0.00,2053913,0.05,2067,1456.840,2115,7236921, ,0.598,"satisfy",7236921,0, ,0,189,1578808134,612,295832,422,0.00,1245445904,122,9895428
