Instance,Model,flatBoolConstraints,flatTime,evaluatedReifiedConstraints,flatIntVars,solveTime,propagators,variables,boolVariables,baseMem,backjumps,trailMem,flatIntConstraints,time,flatBoolVars,nogoods,optTime,initTime,method,failures,paths,objective,restarts,eliminatedImplications,randomSeed,intVars,nSolutions,evaluatedHalfReifiedConstraints,peakMem,propagations,peakDepth,nodes
test_data/concert-30-100-1000-01.dzn,Model with manual Dominance,196,0.235932,250,362,503.686,927,6262,5899,0.00,985196,0.02,728,503.697,251,11049095,497.477,0.011,"maximize",11049095,0,53429,144, ,1579225839,361,1,1,0.00,2543609458,32,12038467
test_data/concert-30-100-1000-01.dzn,Model without without Dominance,193,0.300994,249,362,622.931,927,6976,6613,0.00,1139390,0.02,726,622.964,249,12957134,615.046,0.033,"maximize",12957134,0,53429,160, ,1579226343,361,1, ,0.00,3013198504,32,14101140
test_data/concert-30-100-1000-01.dzn,Length-2 NoGood detection,283,0.220291,135,50,0.044,42,1659,1603,0.00,310,0.28,180,0.060,241,622, ,0.016,"satisfy",622,0, ,0,8,1579226966,54,76,30,0.00,13680,34,1978
test_data/concert-30-100-1000-01.dzn,Model with length-2 NoGoods,269,0.312136,279,362,478.480,927,5857,5494,0.00,904286,0.02,774,478.515,297,10539461,473.649,0.035,"maximize",10539461,0,53429,149, ,1579226967,361,1,18,0.00,2464137813,48,11449717
test_data/concert-30-100-1000-01.dzn,Length-3 NoGood detection,626,0.360938,247,78,0.915,103,4410,4324,0.00,4021,0.42,344,0.944,508,10668, ,0.029,"satisfy",10668,0, ,0,21,1579227446,84,153,66,0.00,375226,56,17935
test_data/concert-30-100-1000-01.dzn,Model with length-3 NoGoods,422,0.260621,348,362,703.443,927,6203,5840,0.00,1420388,0.02,842,703.482,365,15341041,699.053,0.039,"maximize",15341041,0,53429,150, ,1579227447,361,1,17,0.00,3675477145,46,16767792
test_data/concert-30-100-1000-01.dzn,Length-4 NoGood detection,1124,0.327426,383,110,9.528,180,19351,19231,0.00,18588,0.63,540,9.574,851,81057, ,0.046,"satisfy",81057,0, ,0,36,1579228151,118,538,108,0.00,4251711,67,114565
test_data/concert-30-100-1000-01.dzn,Model with length-4 NoGoods,960,0.261302,423,362,654.619,927,6813,6450,0.00,1304336,0.02,909,654.665,432,13812770,649.938,0.046,"maximize",13812770,0,53429,142, ,1579228161,361,1,9,0.00,3261651471,39,15122211
test_data/concert-30-100-1000-02.dzn,Model with manual Dominance,269,0.236405,330,490,1091.425,1227,22388,21864,0.00,1088624,0.02,968,1091.466,333,9307402,1085.224,0.041,"maximize",9307402,0,39102,133, ,1579228817,522,1,3,0.00,2958270600,38,10399745
test_data/concert-30-100-1000-02.dzn,Model without without Dominance,260,0.31674,330,490,3599.683,1227,25105,24581,0.00,3903602,0.02,965,3599.723,330,27459694,2396.826,0.040,"maximize",27459694,0,36615,170, ,1579229909,522,1, ,0.00,8091025377,40,31368180
test_data/concert-30-100-1000-02.dzn,Length-2 NoGood detection,327,3.68018,143,86,0.099,114,2561,2469,0.00,809,0.28,244,0.120,269,1417, ,0.021,"satisfy",1417,0, ,0,40,1579233513,90,158,66,0.00,80578,55,6175
test_data/concert-30-100-1000-02.dzn,Model with length-2 NoGoods,418,0.297133,380,490,376.456,1227,19397,18873,0.00,325679,0.02,1044,376.499,409,3482215,374.150,0.043,"maximize",3482215,0,39102,119, ,1579233514,522,1,29,0.00,1121669239,55,3812811
test_data/concert-30-100-1000-02.dzn,Length-3 NoGood detection,819,0.275567,304,160,0.947,253,7678,7510,0.00,5572,0.42,527,0.965,640,15754, ,0.018,"satisfy",15754,0, ,0,83,1579233891,166,332,148,0.00,1500720,83,32249
test_data/concert-30-100-1000-02.dzn,Model with length-3 NoGoods,750,0.294779,476,490,184.949,1227,19467,18943,0.00,163405,0.02,1120,184.997,485,1727411,183.657,0.048,"maximize",1727411,0,39102,119, ,1579233892,522,1,9,0.00,562063520,42,1894584
test_data/concert-30-100-1000-02.dzn,Length-4 NoGood detection,1522,0.265702,448,202,31.100,354,28972,28760,0.00,29528,0.63,747,31.160,1005,168136, ,0.060,"satisfy",168136,0, ,0,110,1579234077,210,581,200,0.00,18233300,84,224588
test_data/concert-30-100-1000-02.dzn,Model with length-4 NoGoods,1331,0.28033,503,490,124.722,1227,19806,19282,0.00,129173,0.02,1139,124.777,504,1185079,123.659,0.055,"maximize",1185079,0,39102,118, ,1579234109,522,1,1,0.00,380479086,35,1317220
test_data/concert-30-100-1000-03.dzn,Model with manual Dominance,278,0.282798,335,560,2462.243,1332,15351,14783,0.00,4391946,0.04,1098,2462.287,336,27456316,1832.871,0.044,"maximize",27456316,0,34640,36, ,1579234235,566,1,1,0.00,9098205684,37,31849396
test_data/concert-30-100-1000-03.dzn,Model without without Dominance,267,0.302287,332,560,3599.697,1332,16718,16150,0.00,4340906,0.04,1094,3599.725,332,28921645,163.869,0.028,"maximize",28921645,0,33767,50, ,1579236697,566,1, ,0.00,9528778814,38,33264278
test_data/concert-30-100-1000-03.dzn,Length-2 NoGood detection,283,0.178738,129,50,0.073,42,1704,1648,0.00,514,0.19,186,0.089,247,1054, ,0.016,"satisfy",1054,0, ,0,8,1579240297,54,284,42,0.00,27462,36,8460
test_data/concert-30-100-1000-03.dzn,Model with length-2 NoGoods,551,0.245886,393,560,115.405,1332,13046,12478,0.00,323013,0.04,1175,115.453,413,1523230,74.611,0.048,"maximize",1523230,0,34640,32, ,1579240298,566,1,20,0.00,558791683,49,1847597
test_data/concert-30-100-1000-03.dzn,Length-3 NoGood detection,864,0.311224,286,108,0.938,148,6153,6037,0.00,5072,0.28,446,0.975,604,16014, ,0.037,"satisfy",16014,0, ,0,36,1579240414,114,846,114,0.00,1081763,62,50196
test_data/concert-30-100-1000-03.dzn,Model with length-3 NoGoods,1397,0.293254,486,560,30.471,1332,12021,11453,0.00,97222,0.04,1255,30.528,493,434880,18.386,0.057,"maximize",434880,0,34640,30, ,1579240415,566,1,7,0.00,169393049,41,532991
test_data/concert-30-100-1000-03.dzn,Length-4 NoGood detection,2030,0.28658,424,126,18.891,204,23109,22973,0.00,27936,0.28,629,18.953,945,129263, ,0.062,"satisfy",129263,0, ,0,44,1579240446,134,1549,148,0.00,10538272,79,230452
test_data/concert-30-100-1000-03.dzn,Model with length-4 NoGoods,2946,0.384338,498,560,24.102,1332,13509,12941,0.00,92458,0.04,1262,24.155,500,373314,15.320,0.053,"maximize",373314,0,34640,30, ,1579240466,566,1,2,0.00,139091544,37,466543
