Instance,Model,flatBoolConstraints,flatTime,evaluatedReifiedConstraints,flatIntVars,solveTime,propagators,variables,boolVariables,baseMem,backjumps,trailMem,flatIntConstraints,time,flatBoolVars,nogoods,optTime,initTime,method,failures,paths,objective,restarts,eliminatedImplications,randomSeed,intVars,nSolutions,evaluatedHalfReifiedConstraints,peakMem,propagations,peakDepth,nodes
data/wmcp-50-0.10-10-01.dzn,Model without Dominance, ,0.0582661,128,179,3599.941,387,2624,2443,0.00,2472852,0.01,257,3599.947,128,125471038,3534.924,0.006,"maximize",125471038,0,543,174, ,1578794642,179,1, ,0.00,7250104354,51,127950119
data/wmcp-50-0.10-10-01.dzn,Length-2 NoGood detection,457,0.202914,611,612,0.189,1384,5296,4680,0.00,0,0.04,1276,0.230,919,3733, ,0.041,"satisfy",3733,0, ,0,100,1578798242,614,7,304,0.00,1441887,6,3761
data/wmcp-50-0.10-10-01.dzn,Model with length-2 NoGoods,7,0.06762,129,179,3599.702,387,2644,2463,0.00,2237566,0.01,270,3599.715,141,123697642,3218.482,0.013,"maximize",123697642,0,559,182, ,1578798243,179,1,12,0.00,7188813865,57,125942364
data/wmcp-50-0.10-10-01.dzn,Length-3 NoGood detection,480,0.205441,676,615,3.764,1390,5804,5184,0.00,737,0.04,1345,3.819,1001,72063, ,0.055,"satisfy",72063,0, ,0,100,1578801843,618,47,306,0.00,20508055,8,73035
data/wmcp-50-0.10-10-01.dzn,Model with length-3 NoGoods,54,0.0574237,167,179,3152.802,387,2728,2547,0.00,5616699,0.01,307,3152.822,178,97083862,2503.102,0.020,"maximize",97083862,0,613,213, ,1578801847,179,1,11,0.00,6402747605,60,102708474
data/wmcp-50-0.10-10-01.dzn,Length-4 NoGood detection,567,0.213164,765,618,183.974,1396,6400,5776,0.00,9487,0.04,1438,183.999,1131,1469528, ,0.025,"satisfy",1469528,0, ,0,100,1578805000,622,134,308,0.00,352261651,9,1479685
data/wmcp-50-0.10-10-01.dzn,Model with length-4 NoGoods,188,0.0780123,175,179,1804.690,387,2862,2681,0.00,2931858,0.01,307,1804.712,178,53802962,1472.389,0.022,"maximize",53802962,0,613,213, ,1578805184,179,1,3,0.00,3659047597,53,56741680
data/wmcp-50-0.10-10-01.dzn,Length-5 NoGood detection,704,0.300272,817,621,3411.651,1402,7009,6381,0.00,98556,0.04,1494,3411.716,1187,20543394, ,0.065,"satisfy",20543394,0, ,0,100,1578806989,626,106,310,0.00,3951389316,10,20642487
data/wmcp-50-0.10-10-01.dzn,Model with length-5 NoGoods,294,0.0735057,175,179,0.162,387,2968,2787,0.00,0,0.01,307,0.184,178,5424,0.142,0.022,"maximize",5424,0,392,91, ,1578810401,179,1,3,0.00,342982,53,9326
data/wmcp-50-0.10-10-02.dzn,Model without Dominance, ,0.0540273,115,166,3599.946,348,2465,2297,0.00,2640642,0.01,231,3599.963,115,103770923,1622.800,0.017,"maximize",103770923,0,535,112, ,1578810402,166,1, ,0.00,6682531306,51,106415739
data/wmcp-50-0.10-10-02.dzn,Length-2 NoGood detection,457,0.199108,585,586,0.211,1306,5114,4524,0.00,0,0.04,1224,0.262,893,3728, ,0.051,"satisfy",3728,0, ,0,100,1578814002,588,8,304,0.00,1394499,7,3762
data/wmcp-50-0.10-10-02.dzn,Model with length-2 NoGoods,8,0.0641689,115,166,3599.674,348,2489,2321,0.00,2446825,0.01,247,3599.691,131,106947284,813.085,0.017,"maximize",106947284,0,535,112, ,1578814002,166,1,16,0.00,6671298513,58,109398825
data/wmcp-50-0.10-10-02.dzn,Length-3 NoGood detection,484,0.277871,653,589,3.406,1312,5629,5035,0.00,777,0.04,1296,3.461,981,71227, ,0.055,"satisfy",71227,0, ,0,100,1578817602,592,53,306,0.00,19361754,8,72269
data/wmcp-50-0.10-10-02.dzn,Model with length-3 NoGoods,61,0.0693878,156,166,3596.211,348,2575,2407,0.00,2320826,0.01,280,3596.230,164,85693324,3191.551,0.019,"maximize",85693324,0,545,119, ,1578817606,166,1,8,0.00,5912673465,58,88019054
data/wmcp-50-0.10-10-02.dzn,Length-4 NoGood detection,573,0.242422,738,592,150.236,1318,6223,5625,0.00,10006,0.04,1385,150.274,1103,1323511, ,0.038,"satisfy",1323511,0, ,0,100,1578821203,596,97,308,0.00,291996301,9,1334002
data/wmcp-50-0.10-10-02.dzn,Model with length-4 NoGoods,158,0.0781001,161,166,3445.925,348,2673,2505,0.00,2431898,0.01,281,3445.938,165,77694586,2420.715,0.013,"maximize",77694586,0,548,122, ,1578821353,166,1,4,0.00,5679907043,54,80131182
data/wmcp-50-0.10-10-02.dzn,Length-5 NoGood detection,674,0.28192,791,595,3445.722,1324,6797,6195,0.00,60233,0.04,1442,3445.785,1161,23106855, ,0.063,"satisfy",23106855,0, ,0,100,1578824799,600,65,310,0.00,4082536164,10,23167420
data/wmcp-50-0.10-10-02.dzn,Model with length-5 NoGoods,223,0.0812908,162,166,0.137,348,2738,2570,0.00,0,0.01,281,0.158,165,4622,0.119,0.021,"maximize",4622,0,403,58, ,1578828245,166,1,3,0.00,262271,53,7208
data/wmcp-50-0.10-10-03.dzn,Model without Dominance, ,0.0626075,118,169,3599.938,357,2512,2341,0.00,8510644,0.01,237,3599.955,118,102579410,3549.109,0.017,"maximize",102579410,0,595,113, ,1578828246,169,1, ,0.00,7562193682,51,111094230
data/wmcp-50-0.10-10-03.dzn,Length-2 NoGood detection,457,0.2661,591,592,0.181,1324,5156,4560,0.00,0,0.04,1236,0.233,899,3734, ,0.052,"satisfy",3734,0, ,0,100,1578831847,594,8,304,0.00,1414618,7,3769
data/wmcp-50-0.10-10-03.dzn,Model with length-2 NoGoods,8,0.0642976,118,169,3599.703,357,2536,2365,0.00,7380879,0.01,253,3599.711,134,110494421,2424.930,0.008,"maximize",110494421,0,600,116, ,1578831847,169,1,16,0.00,8255390123,58,117879862
data/wmcp-50-0.10-10-03.dzn,Length-3 NoGood detection,484,0.248739,659,595,3.557,1330,5671,5071,0.00,800,0.04,1308,3.611,987,71028, ,0.054,"satisfy",71028,0, ,0,100,1578835447,598,58,306,0.00,19558141,8,72118
data/wmcp-50-0.10-10-03.dzn,Model with length-3 NoGoods,66,0.0681772,161,169,1197.866,357,2628,2457,0.00,3289464,0.01,287,1197.885,168,38523589,624.449,0.019,"maximize",38523589,0,600,116, ,1578835451,169,1,7,0.00,3037692599,57,41817365
data/wmcp-50-0.10-10-03.dzn,Length-4 NoGood detection,579,0.276762,745,598,186.072,1336,6272,5668,0.00,11848,0.04,1398,186.114,1111,1544514, ,0.042,"satisfy",1544514,0, ,0,100,1578836649,602,102,308,0.00,356221600,9,1556872
data/wmcp-50-0.10-10-03.dzn,Model with length-4 NoGoods,168,0.0771506,165,169,750.044,357,2730,2559,0.00,2116288,0.01,287,750.057,168,23234040,417.205,0.013,"maximize",23234040,0,600,116, ,1578836835,169,1,3,0.00,1864964613,53,25354365
data/wmcp-50-0.10-10-03.dzn,Length-5 NoGood detection,684,0.774064,797,601,3409.269,1342,6849,6241,0.00,65066,0.04,1454,3409.331,1167,25968618, ,0.062,"satisfy",25968618,0, ,0,100,1578837586,606,54,310,0.00,4658052511,10,26033961
data/wmcp-50-0.10-10-03.dzn,Model with length-5 NoGoods,222,0.054519,167,169,0.657,357,2784,2613,0.00,0,0.01,287,0.678,168,24622,0.504,0.021,"maximize",24622,0,519,81, ,1578840996,169,1,1,0.00,1615361,51,27861
data/wmcp-50-0.10-10-04.dzn,Model without Dominance, ,0.0655285,124,175,3599.934,375,2658,2481,0.00,17968105,0.01,249,3599.952,124,112841392,122.867,0.018,"maximize",112841392,0,573,115, ,1578840997,175,1, ,0.00,8436068180,51,130813793
data/wmcp-50-0.10-10-04.dzn,Length-2 NoGood detection,457,0.264607,603,604,0.202,1360,5240,4632,0.00,0,0.04,1260,0.254,911,3732, ,0.052,"satisfy",3732,0, ,0,100,1578844598,606,7,304,0.00,1429579,6,3760
data/wmcp-50-0.10-10-04.dzn,Model with length-2 NoGoods,7,0.0665796,124,175,3599.680,375,2679,2502,0.00,19340218,0.01,263,3599.692,138,112444340,2885.782,0.012,"maximize",112444340,0,575,117, ,1578844598,175,1,14,0.00,7952521569,57,131789179
